ad_id,fb_campaign_id,age,gender,interest
1122102,144707,40-44,F,25
1122103,144707,40-44,F,25
1122105,144708,40-44,F,26
1122107,144708,40-44,F,26
1122109,144708,40-44,F,26
1122112,144709,40-44,F,27
1122113,144709,40-44,F,27
1122118,144710,40-44,F,28
1122120,144710,40-44,F,28
1122121,144710,40-44,F,28
1122125,144711,40-44,F,29
1122127,144711,40-44,F,29
1122131,144712,40-44,F,30
1122138,144713,40-44,F,31
1122139,144713,40-44,F,31
1122140,144713,40-44,F,31
1122145,144714,40-44,F,32
1122146,144714,40-44,F,32
1122149,144715,40-44,F,36
1122154,144716,40-44,F,63
1122157,144716,40-44,F,63
1122160,144717,40-44,F,64
1122165,144718,40-44,F,65
1122166,144718,40-44,F,65
1122176,144719,40-44,F,2
1122177,144720,40-44,F,7
1122182,144720,40-44,F,7
1122183,144721,40-44,F,66
1122189,144722,45-49,F,10
1122191,144722,45-49,F,10
1122192,144722,45-49,F,10
1122193,144722,45-49,F,10
1122197,144723,45-49,F,15
1122200,144723,45-49,F,15
1122201,144724,45-49,F,16
1122202,144724,45-49,F,16
1122203,144724,45-49,F,16
1122204,144724,45-49,F,16
1122205,144724,45-49,F,16
1122209,144725,45-49,F,18
1122210,144725,45-49,F,18
1122211,144725,45-49,F,18
1122212,144725,45-49,F,18
1122213,144726,45-49,F,19
1122216,144726,45-49,F,19
1122217,144726,45-49,F,19
1122223,144727,45-49,F,20
1122224,144727,45-49,F,20
1122225,144728,45-49,F,21
1122227,144728,45-49,F,21
1122232,144729,45-49,F,22
1122233,144729,45-49,F,22
1122240,144730,45-49,F,23
1122244,144731,45-49,F,24
1122246,144731,45-49,F,24
1122249,144732,45-49,F,25
1122253,144732,45-49,F,25
1122254,144732,45-49,F,25
1122257,144733,45-49,F,26
1122258,144733,45-49,F,26
1122260,144733,45-49,F,26
1122262,144734,45-49,F,27
1122265,144734,45-49,F,27
1122266,144734,45-49,F,27
1122267,144735,45-49,F,28
1122268,144735,45-49,F,28
1122270,144735,45-49,F,28
1122271,144735,45-49,F,28
1122273,144736,45-49,F,29
1122274,144736,45-49,F,29
1122276,144736,45-49,F,29
1122277,144736,45-49,F,29
1122279,144737,45-49,F,30
1122282,144737,45-49,F,30
1122288,144738,45-49,F,31
1122290,144738,45-49,F,31
1122303,144741,45-49,F,63
1122304,144741,45-49,F,63
1122308,144741,45-49,F,63
1122310,144742,45-49,F,64
1122311,144742,45-49,F,64
1122312,144742,45-49,F,64
1122313,144742,45-49,F,64
1122316,144743,45-49,F,65
1314296,179863,30-34,M,100
1314297,179864,30-34,M,101
1314298,179865,30-34,M,102
1314299,179866,30-34,M,103
1314301,179868,30-34,M,105
1314303,179870,30-34,M,107
1314306,179873,30-34,M,110
1314307,179874,30-34,M,111
1314308,179875,30-34,M,112
1314309,179876,30-34,M,113
1314312,179879,35-39,M,101
1314313,179880,35-39,M,102
1314314,179881,35-39,M,103
1314316,179883,35-39,M,105
1314318,179885,35-39,M,107
1314319,179886,35-39,M,108
1314320,179887,35-39,M,109
1314321,179888,35-39,M,110
1314323,179890,35-39,M,112
1314324,179891,35-39,M,113
1314325,179892,35-39,M,114
1314326,179893,40-44,M,100
1314327,179894,40-44,M,101
1314330,179897,40-44,M,104
1314331,179898,40-44,M,105
1314332,179899,40-44,M,106
1314333,179900,40-44,M,107
1314334,179901,40-44,M,108
1314336,179903,40-44,M,110
1314337,179904,40-44,M,111
1314338,179905,40-44,M,112
1314339,179906,40-44,M,113
1314341,179908,45-49,M,100
1314343,179910,45-49,M,102
1314345,179912,45-49,M,104
1314346,179913,45-49,M,105
1314348,179915,45-49,M,107
1314349,179916,45-49,M,108
1314350,179917,45-49,M,109
1314351,179918,45-49,M,110
1314353,179920,45-49,M,112
1314354,179921,45-49,M,113
1314355,179922,45-49,M,114
1314357,179924,30-34,F,101
1314358,179925,30-34,F,102
1314359,179926,30-34,F,103
1314360,179927,30-34,F,104
1314361,179928,30-34,F,105
1314362,179929,30-34,F,106
1314363,179930,30-34,F,107
1314364,179931,30-34,F,108
1314365,179932,30-34,F,109
1314366,179933,30-34,F,110
1314367,179934,30-34,F,111
1314368,179935,30-34,F,112
1314371,179938,35-39,F,100
1314372,179939,35-39,F,101
1314373,179940,35-39,F,102
1314377,179944,35-39,F,106
1314378,179945,35-39,F,107
1314379,179946,35-39,F,108
1314380,179947,35-39,F,109
1314381,179948,35-39,F,110
1314382,179949,35-39,F,111
1314383,179950,35-39,F,112
1314384,179951,35-39,F,113
1314385,179952,35-39,F,114
1314386,179953,40-44,F,100
1314387,179954,40-44,F,101
1314388,179955,40-44,F,102
1314389,179956,40-44,F,103
1314390,179957,40-44,F,104
1314391,179958,40-44,F,105
1314392,179959,40-44,F,106
1314393,179960,40-44,F,107
1314394,179961,40-44,F,108
1314395,179962,40-44,F,109
1314396,179963,40-44,F,110
1314397,179964,40-44,F,111
1314398,179965,40-44,F,112
1314400,179967,40-44,F,114
1314401,179968,45-49,F,100
1314402,179969,45-49,F,101
1314403,179970,45-49,F,102
1314404,179971,45-49,F,103
1314405,179972,45-49,F,104
1314406,179973,45-49,F,105
1314407,179974,45-49,F,106
1314408,179975,45-49,F,107
1314409,179976,45-49,F,108
1314410,179977,45-49,F,109
1314411,179978,45-49,F,110
1314412,179979,45-49,F,111
1314414,179981,45-49,F,113
1314415,179982,45-49,F,114
